factor_id,name_zh,name_en,family,metadata_quality,best_horizon,final_quality_class,final_quality_score,score_confidence,computation_integrity_score,predictive_ranking_score,portfolio_extraction_score,stability_score,quantile_shape_score,direction_interpretability_score,redundancy_novelty_score,redundancy_confidence,coverage_rate,rankic_mean,rankic_ir,monthly_ic_positive_rate,long_short_sharpe,long_short_annualized_return,long_short_max_drawdown,long_short_positive_month_rate,quantile_shape,main_strengths_zh,main_weaknesses_zh,main_strengths_en,main_weaknesses_en,review_notes_zh,review_notes_en,recommended_next_action,review_substatus,review_subreason_zh,review_subreason_en,ml_gate_status,ml_gate_reason_zh,ml_gate_reason_en,ml_gate_risk_flags,workflow_review_bucket,workflow_review_reasons,after_funding_best_horizon,after_funding_long_short_spread,after_funding_coverage_rate,bucket_tail_diagnosis,after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,valid_redundancy_pair_count,expected_redundancy_pair_count,valid_redundancy_pair_coverage,insufficient_overlap_pair_count,nearest_factor,nearest_abs_spearman_corr,strongest_redundancy_level,novelty_assessment,redundancy_cluster_id,redundancy_cluster_size
realized_kurt_20h,20小时已实现峰度,20h Realized Kurtosis,realized_shape,DIRECTION_AMBIGUOUS,24h,PROMISING_BUT_INCONSISTENT,53.61,LOW,90.0,47.8,50.0,51.1,40,60.0,50.0,HIGH,0.998396,-0.011835,-0.1089,0.24,-0.0246,-0.007296,-0.016467,0.4,NON_MONOTONIC,计算完整性(90); 方向可解释性(60),预测排名能力(48); 分位形状(40),Computation Integrity(90); Direction Interpretability(60),Predictive Ranking(48); Quantile Shape(40),元数据质量: DIRECTION_AMBIGUOUS; QA: 20小时已实现峰度：20根K线小时收益的滚动峰度。高峰度=厚尾=比正态分布预测的极端移动更多。,Metadata quality: DIRECTION_AMBIGUOUS; QA: 20h realized kurtosis: rolling kurtosis of hourly returns over 20 bars. High kur,KEEP_FOR_RESEARCH_REVIEW,REVIEW_FUNDING_ADJUSTED_ECONOMICS,资金费率覆盖不足或扣 funding 后收益边际翻转；price-only spread 不能单独作为经济证据。,Funding coverage is insufficient or the edge flips after funding; price-only spread is not enough economic evidence.,ML_READY_WITH_CAUTION,可作为候选特征，但需保留 funding-adjusted 风险标记。,Eligible as a candidate feature with funding-adjusted risk flags retained.,funding_adjusted_edge_flip|ls_not_robust|non_monotonic_quantiles,CONDITIONAL_DIRECTION_REVIEW,funding-adjusted edge flips,72h,-0.00090757,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,True,184,256,0.7188,72,q158_wvma_20h,0.733689,MODERATE_REDUNDANCY,NEEDS_REVIEW,56,1
realized_skew_20h,20小时已实现偏度,20h Realized Skewness,realized_shape,DIRECTION_AMBIGUOUS,24h,PROMISING_BUT_INCONSISTENT,60.76,LOW,90.0,69.8,54.0,43.4,40,60.0,70.0,HIGH,0.998396,-0.026522,-0.221,0.04,0.2916,0.087939,-0.007351,0.4,NON_MONOTONIC,计算完整性(90); 新颖性与冗余度(70),稳定性(43); 分位形状(40),Computation Integrity(90); Redundancy / Novelty(70),Stability(43); Quantile Shape(40),元数据质量: DIRECTION_AMBIGUOUS; QA: 20小时已实现偏度：20根K线小时收益的滚动偏度。正偏度=偶发大涨。负偏度=偶发大跌。,Metadata quality: DIRECTION_AMBIGUOUS; QA: 20h realized skewness: rolling skewness of hourly returns over 20 bars. Positive,KEEP_FOR_RESEARCH_REVIEW,REVIEW_FUNDING_ADJUSTED_ECONOMICS,资金费率覆盖不足或扣 funding 后收益边际翻转；price-only spread 不能单独作为经济证据。,Funding coverage is insufficient or the edge flips after funding; price-only spread is not enough economic evidence.,ML_READY_WITH_CAUTION,可作为候选特征，但需保留 funding-adjusted 风险标记。,Eligible as a candidate feature with funding-adjusted risk flags retained.,cost_collapsed|cost_too_thin|funding_adjusted_edge_flip|ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|cost too thin|funding-adjusted edge flips,72h,0.00042302,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,True,184,256,0.7188,72,vol_ret_corr_20h,0.562602,LOW_REDUNDANCY,LIKELY_DISTINCT,57,1
rev_10h,10小时反转,10h Reversal,reversal,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,63.07,HIGH,100.0,79.8,31.6,78.6,40,90.0,20.0,HIGH,0.999198,0.029898,0.1854,0.92,-1.5279,-0.684528,-0.007949,0.4,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),组合提取能力(32); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Portfolio Extraction(32); Redundancy / Novelty(20),QA: 10小时反转：中期均值回归信号。,QA: 10-hour reversal: medium-term mean-reversion signal.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,-0.00405466,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,mom_10h,1.0,NEAR_DUPLICATE,HIGHLY_REDUNDANT,7,53
rev_1h,1小时反转,1h Reversal,reversal,COMPLETE,1h,STRONG_RESEARCH_CANDIDATE,78.54,HIGH,100.0,82.8,81.4,90.4,70,90.0,20.0,HIGH,0.99992,0.036506,0.23,1.0,1.4786,1.053215,-0.000769,0.68,NEAR_MONOTONIC,计算完整性(100); 稳定性(90),新颖性与冗余度(20),Computation Integrity(100); Stability(90),Redundancy / Novelty(20),QA: 1小时反转：超短期均值回归信号。捕捉小时级价格下跌后的微反弹。,QA: 1-hour reversal: very short-term mean-reversion signal. Captures micro-bounce af,KEEP_FOR_RESEARCH_REVIEW,REVIEW_FUNDING_ADJUSTED_ECONOMICS,资金费率覆盖不足或扣 funding 后收益边际翻转；price-only spread 不能单独作为经济证据。,Funding coverage is insufficient or the edge flips after funding; price-only spread is not enough economic evidence.,ML_READY_WITH_CAUTION,可作为候选特征，但需保留 funding-adjusted 风险标记。,Eligible as a candidate feature with funding-adjusted risk flags retained.,cost_collapsed|funding_adjusted_edge_nonpositive|high_redundancy,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,-0.001395,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,intraday_ret,0.994932,NEAR_DUPLICATE,HIGHLY_REDUNDANT,9,14
rev_24h,24小时反转,24h Reversal,reversal,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,65.92,HIGH,100.0,80.0,30.4,78.9,70,90.0,20.0,MEDIUM,0.998075,0.029998,0.1805,0.96,-1.577,-0.793525,-0.009027,0.36,NEAR_MONOTONIC,计算完整性(100); 方向可解释性(90),组合提取能力(30); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Portfolio Extraction(30); Redundancy / Novelty(20),QA: 24小时（1天）反转：捕捉日内均值回归。因子库中最强的反转信号。,QA: 24-hour (1-day) reversal: captures daily mean-reversion. Strongest reversal sign,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,-0.00514181,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,q158_beta_30h,0.914585,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,21,16
rev_2h,rev_2h,Rev 2H,reversal,NEEDS_REVIEW,1h,REVIEW_REQUIRED,68.68,LOW,90.0,82.6,70.1,86.8,70,30.0,20.0,HIGH,0.99984,0.036075,0.2235,1.0,0.8793,0.688624,-0.000668,0.56,NEAR_MONOTONIC,计算完整性(90); 稳定性(87),方向可解释性(30); 新颖性与冗余度(20),Computation Integrity(90); Stability(87),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 捕捉2小时价格变动后的短期均值回归。公式已取反，值越高=前期跌幅越大。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Captures short-term mean-reversion after 2h price moves. Formula is sign-inverte,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_nonpositive|high_redundancy|ls_not_robust|metadata_needs_review,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,-0.00211054,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,q158_open_close_1h,0.997247,NEAR_DUPLICATE,HIGHLY_REDUNDANT,7,53
rev_3h,3小时反转,3h Reversal,reversal,COMPLETE,1h,STRONG_RESEARCH_CANDIDATE,73.08,HIGH,100.0,81.9,58.9,85.6,70,90.0,20.0,HIGH,0.999759,0.034385,0.2121,1.0,0.3113,0.248872,-0.001108,0.52,NEAR_MONOTONIC,计算完整性(100); 方向可解释性(90),组合提取能力(59); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Portfolio Extraction(59); Redundancy / Novelty(20),QA: 3小时反转：3小时价格变动后的短期均值回归。,QA: 3-hour reversal: short-term mean-reversion after 3h price moves.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_FUNDING_ADJUSTED_ECONOMICS,资金费率覆盖不足或扣 funding 后收益边际翻转；price-only spread 不能单独作为经济证据。,Funding coverage is insufficient or the edge flips after funding; price-only spread is not enough economic evidence.,ML_READY_WITH_CAUTION,可作为候选特征，但需保留 funding-adjusted 风险标记。,Eligible as a candidate feature with funding-adjusted risk flags retained.,funding_adjusted_edge_nonpositive|high_redundancy|ls_not_robust,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,-0.00223633,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,q158_open_close_2h,0.998162,NEAR_DUPLICATE,HIGHLY_REDUNDANT,7,53
rev_72h,72小时反转,72h Reversal,reversal,COMPLETE,24h,PROMISING_BUT_INCONSISTENT,64.33,HIGH,100.0,80.4,38.2,77.2,40,90.0,20.0,HIGH,0.994225,0.03094,0.1818,0.88,-0.8602,-0.418918,-0.038864,0.44,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),组合提取能力(38); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Portfolio Extraction(38); Redundancy / Novelty(20),QA: 72小时（3天）反转：更长视野的均值回归诊断。,QA: 72-hour (3-day) reversal: longer-horizon mean-reversion diagnostic.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,-0.00645904,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,mom_72h,1.0,NEAR_DUPLICATE,HIGHLY_REDUNDANT,22,3
reversal_5h,5小时反转,5h Reversal,momentum,COMPLETE,1h,STRONG_RESEARCH_CANDIDATE,71.86,HIGH,100.0,81.0,56.0,82.8,70,90.0,20.0,HIGH,0.999599,0.032322,0.2005,0.96,0.2272,0.14419,-0.000912,0.48,NEAR_MONOTONIC,计算完整性(100); 方向可解释性(90),组合提取能力(56); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Portfolio Extraction(56); Redundancy / Novelty(20),QA: 5小时反转：5小时收益的负值。值越大=前期跌幅越大，预期反弹。公式已预取反（内置符号翻转）。,"QA: 5-hour reversal: negative of 5h return. Higher value = larger prior drop, expect",KEEP_FOR_RESEARCH_REVIEW,REVIEW_FUNDING_ADJUSTED_ECONOMICS,资金费率覆盖不足或扣 funding 后收益边际翻转；price-only spread 不能单独作为经济证据。,Funding coverage is insufficient or the edge flips after funding; price-only spread is not enough economic evidence.,ML_READY_WITH_CAUTION,可作为候选特征，但需保留 funding-adjusted 风险标记。,Eligible as a candidate feature with funding-adjusted risk flags retained.,funding_adjusted_edge_nonpositive|high_redundancy|ls_not_robust,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,-0.0030436,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,mom_5h,1.0,NEAR_DUPLICATE,HIGHLY_REDUNDANT,7,53
rsi_14h,14小时RSI,14h RSI,technical,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,65.33,HIGH,100.0,81.5,27.4,76.5,70,90.0,20.0,HIGH,0.998877,0.033554,0.2319,0.96,-1.7504,-0.929852,-0.010974,0.28,NEAR_MONOTONIC,计算完整性(100); 方向可解释性(90),组合提取能力(27); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Portfolio Extraction(27); Redundancy / Novelty(20),QA: 14小时RSI（相对强弱指数）：经典动量振荡器，0-100范围。衡量超买/超卖状态。,"QA: 14-hour RSI (Relative Strength Index): classic momentum oscillator, 0-100 scale.",KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",cost_collapsed|high_redundancy|rankic_ls_direction_conflict,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,-0.00617225,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,rsi_7h,0.928436,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
rsi_28h,28小时RSI,28h RSI,technical_indicators,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,63.0,HIGH,100.0,81.3,30.1,77.7,40,90.0,20.0,MEDIUM,0.997754,0.032994,0.2259,0.96,-1.5099,-0.850443,-0.010209,0.32,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),组合提取能力(30); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Portfolio Extraction(30); Redundancy / Novelty(20),QA: 28小时RSI：更慢的RSI变体，用于更长期的超买/超卖检测。,QA: 28-hour RSI: slower RSI variant for longer-horizon overbought/oversold detection,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",cost_collapsed|high_redundancy|non_monotonic_quantiles|rankic_ls_direction_conflict,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict,72h,-0.00738707,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,vol_adj_mom_40h,0.883173,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,21,16
rsi_7h,7小时RSI,7h RSI,technical_indicators,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,65.87,HIGH,100.0,81.2,29.5,77.7,70,90.0,20.0,HIGH,0.999439,0.032771,0.2322,0.96,-1.5871,-0.740461,-0.008441,0.32,NEAR_MONOTONIC,计算完整性(100); 方向可解释性(90),组合提取能力(30); 新颖性与冗余度(20),Computation Integrity(100); Direction Interpretability(90),Portfolio Extraction(30); Redundancy / Novelty(20),QA: 7小时RSI：更快反应的RSI变体。对近期价格变化更敏感。,QA: 7-hour RSI: faster-reacting RSI variant. More sensitive to recent price changes.,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",high_redundancy|rankic_ls_direction_conflict,ACTIVE_IN_SIGNAL_REVIEW,RankIC/spread direction conflict,72h,-0.00496608,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,bb_zscore_20h,0.960572,NEAR_DUPLICATE,HIGHLY_REDUNDANT,7,53
taker_buy_delta_5h,5小时主动买入变化,5h Taker Buy Delta,taker_imbalance,NEEDS_REVIEW,1h,REVIEW_REQUIRED,44.01,LOW,60.0,27.4,42.1,51.6,70,30.0,50.0,HIGH,0.9141,-0.008093,-0.0868,0.1667,-0.7489,-0.341114,-0.000987,0.5,NEAR_MONOTONIC,分位形状(70); 计算完整性(60),方向可解释性(30); 预测排名能力(27),Quantile Shape(70); Computation Integrity(60),Direction Interpretability(30); Predictive Ranking(27),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 5小时主动买入变化：主动买入比率在5根K线内的变化。检测买方/卖方进攻性的快速转变。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: 5h taker buy delta: change in taker buy ratio over 5 bars. Detects rapid shifts,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00035392,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,taker_buy_zscore_20h,0.692815,MODERATE_REDUNDANCY,NEEDS_REVIEW,58,1
taker_buy_ratio_20h,20小时主动买入比率,20h Taker Buy Ratio,taker_imbalance,NEEDS_REVIEW,1h,REVIEW_REQUIRED,45.82,LOW,60.0,15.0,51.7,58.3,70,30.0,70.0,HIGH,0.912306,-0.004995,-0.0514,0.2083,-0.1847,-0.210328,-0.00207,0.6667,NEAR_MONOTONIC,分位形状(70); 新颖性与冗余度(70),方向可解释性(30); 预测排名能力(15),Quantile Shape(70); Redundancy / Novelty(70),Direction Interpretability(30); Predictive Ranking(15),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 20小时主动买入比率：20根K线内（主动买入成交额/总成交额）的滚动均值。衡量买方进攻性。非独立交易信号——流动状态诊断。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: 20h taker buy ratio: rolling mean of (taker buy quote volume / total quote volum,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|ls_not_robust|metadata_needs_review|rankic_not_robust,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00464058,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,mom_vol_adjusted_20h,0.27857,LOW_REDUNDANCY,LIKELY_DISTINCT,59,1
taker_buy_zscore_20h,20小时主动买入Z分数,20h Taker Buy Z-Score,taker_imbalance,NEEDS_REVIEW,1h,REVIEW_REQUIRED,48.99,LOW,60.0,47.1,38.4,43.6,90,30.0,50.0,HIGH,0.912306,-0.011372,-0.1159,0.0,-0.8343,-1.391351,-0.004009,0.4583,MONOTONIC_GOOD,分位形状(90); 计算完整性(60),组合提取能力(38); 方向可解释性(30),Quantile Shape(90); Computation Integrity(60),Portfolio Extraction(38); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 20小时主动买入Z分数：主动买入比率的20小时Z分数。检测异常激进的买入或卖出。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: 20h taker buy z-score: z-score of taker buy ratio over 20 bars. Detects unusuall,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00037357,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,184,256,0.7188,72,taker_buy_delta_5h,0.692815,MODERATE_REDUNDANCY,NEEDS_REVIEW,60,1
taker_flow_momentum_20h,taker_flow_momentum_20h,Taker Flow Momentum 20H,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,45.13,LOW,60.0,30.4,37.1,47.4,90,30.0,50.0,HIGH,0.912887,-0.008841,-0.095,0.125,-0.8883,-1.450831,-0.003998,0.4167,MONOTONIC_GOOD,分位形状(90); 计算完整性(60),预测排名能力(30); 方向可解释性(30),Quantile Shape(90); Computation Integrity(60),Predictive Ranking(30); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量21小时内的主动买卖压力。需要taker增强数据。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures taker buy vs sell pressure over 21h. Requires taker-enriched bars.,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_too_thin|ls_not_robust|metadata_needs_review,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict|cost too thin,72h,0.00012832,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,184,256,0.7188,72,taker_buy_zscore_20h,0.651698,MODERATE_REDUNDANCY,NEEDS_REVIEW,61,1
taker_flow_persistence_40h,taker_flow_persistence_40h,Taker Flow Persistence 40H,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,39.98,LOW,60.0,12.5,42.5,55.7,70,30.0,40.0,LOW,0.909838,-0.004366,-0.0528,0.3333,-0.7366,-0.18635,-0.045845,0.4583,NEAR_MONOTONIC,分位形状(70); 计算完整性(60),方向可解释性(30); 预测排名能力(12),Quantile Shape(70); Computation Integrity(60),Direction Interpretability(30); Predictive Ranking(12),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 衡量41小时内的主动买卖压力。需要taker增强数据。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Measures taker buy vs sell pressure over 41h. Requires taker-enriched bars.,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review|rankic_not_robust,LONGSHORT_STRONG_RANKIC_WEAK,,72h,-0.00144241,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,59,256,0.2305,197,q158_cntd_30h,0.156119,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,62,1
tech_atr,14小时ATR,14h ATR,technical,DIRECTION_AMBIGUOUS,72h,PROMISING_BUT_INCONSISTENT,64.5,LOW,90.0,64.1,58.8,71.5,70,60.0,40.0,HIGH,0.998877,0.022704,0.1678,0.68,0.5044,0.193748,-0.043177,0.52,NEAR_MONOTONIC,计算完整性(90); 稳定性(72),组合提取能力(59); 新颖性与冗余度(40),Computation Integrity(90); Stability(72),Portfolio Extraction(59); Redundancy / Novelty(40),元数据质量: DIRECTION_AMBIGUOUS; QA: 14根K线ATR（平均真实波幅）：衡量14根K线的平均区间。纯波动率指标，无方向性。,Metadata quality: DIRECTION_AMBIGUOUS; QA: 14-bar ATR (Average True Range): measures average bar range over 14 bars. Pure v,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",ls_not_robust,CONDITIONAL_DIRECTION_REVIEW,,72h,0.00237403,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,xs_rank_vol,0.78504,MODERATE_REDUNDANCY,MODERATELY_REDUNDANT,63,1
tech_macd,MACD柱状图,MACD Histogram,technical,COMPLETE,4h,PROMISING_BUT_INCONSISTENT,59.37,HIGH,100.0,51.4,62.2,47.2,40,90.0,40.0,HIGH,1.0,-0.014267,-0.1176,0.04,0.7111,0.263764,-0.001406,0.52,NON_MONOTONIC,计算完整性(100); 方向可解释性(90),分位形状(40); 新颖性与冗余度(40),Computation Integrity(100); Direction Interpretability(90),Quantile Shape(40); Redundancy / Novelty(40),QA: MACD柱状图：EMA12与EMA26信号线的差值。经典趋势跟踪指标。,QA: MACD histogram: difference between EMA12 and EMA26 signal line. Classic trend-fo,KEEP_FOR_RESEARCH_REVIEW,REVIEW_DIRECTION_SEMANTICS,方向语义需复核；不要人工预设正负方向。,Direction semantics need review; do not hard-code a positive/negative sign.,ML_READY_WITH_CAUTION,可进机器学习，但让模型学习符号，人工方向不作为约束。,"Eligible for ML, but let the model learn the sign rather than constraining it manually.",ls_not_robust|non_monotonic_quantiles|rankic_ls_direction_conflict,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,72h,0.00186175,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,184,256,0.7188,72,rev_10h,0.697532,MODERATE_REDUNDANCY,MODERATELY_REDUNDANT,64,1
