factor_id,cluster_id,cluster_size,family,quality_score,scorecard_class,redundancy_score_to_representative,nearest_redundant_factor,novelty_score,member_role,interpretation_notes_zh,interpretation_notes_en,paper_net_return_10bps,cost_sensitivity_class,regime_dependency_class,capacity_liquidity_class,quantile_shape_class,stability_class,decile_shape_class
mom_5h,1,53,momentum,64.31,PROMISING_BUT_INCONSISTENT,0.5,reversal_5h,0.0,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,-0.073146,INSUFFICIENT_DATA,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
mom_10h,1,53,momentum,66.67,PROMISING_BUT_INCONSISTENT,0.5,rev_10h,0.0,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,0.701676,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
rev_3h,1,53,reversal,73.08,STRONG_RESEARCH_CANDIDATE,0.5,q158_open_close_2h,0.001838,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,0.25001,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
rev_10h,1,53,reversal,63.07,PROMISING_BUT_INCONSISTENT,0.5,mom_10h,0.0,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,-0.684506,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
price_pos_72h,1,53,price_position,59.23,PROMISING_BUT_INCONSISTENT,0.5,ema_12_26_gap,0.169292,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,0.723423,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,BOTH_TAILS_U_SHAPED
ma_gap_5_20,1,53,trend_ma,66.31,PROMISING_BUT_INCONSISTENT,0.845635,q158_beta_20h,0.067445,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.85，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.85 with representative mom_20h — moderate overlap; requires marginal-information review before combination,0.594435,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,BOTH_TAILS_U_SHAPED
breakout_dist_20h,1,53,breakout,64.38,PROMISING_BUT_INCONSISTENT,0.5,q158_rsv_20h,1.8e-05,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,0.382111,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
ema_12_26_gap,1,53,technical_indicators,66.14,PROMISING_BUT_INCONSISTENT,0.8567,mom_20h,0.1433,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.86，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.86 with representative mom_20h — moderate overlap; requires marginal-information review before combination,0.611222,COST_FRAGILE,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,BOTH_TAILS_U_SHAPED
rsi_7h,1,53,technical_indicators,65.87,PROMISING_BUT_INCONSISTENT,0.5,bb_zscore_20h,0.039428,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,-0.740461,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,UNSTABLE_SIGN_FLIP,BOTH_TAILS_U_SHAPED
williams_r_14h,1,53,technical_indicators,59.21,PROMISING_BUT_INCONSISTENT,0.5,breakout_dist_20h,0.073425,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,0.029959,INSUFFICIENT_DATA,DRAWDOWN_FRAGILE,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
rev_2h,1,53,reversal,56.8,REVIEW_REQUIRED,0.5,q158_open_close_1h,0.002753,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,0.0,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,INSUFFICIENT_HISTORY,NONLINEAR_MIXED
mom_vol_adjusted_20h,1,53,momentum,53.08,REVIEW_REQUIRED,0.966866,q158_sumn_20h,0.002001,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 mom_20h 相关性 0.97，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.97 with representative mom_20h — high overlap; requires marginal-information review before combination,0.0,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,INSUFFICIENT_HISTORY,BOTH_TAILS_U_SHAPED
up_down_vol_ratio_20h,1,53,,59.46,REVIEW_REQUIRED,0.5,q158_cntp_20h,0.164973,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_20h — moderate overlap; requires marginal-information review before combination,0.773683,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,INSUFFICIENT_HISTORY,BOTH_TAILS_U_SHAPED
vol_5h,2,1,volatility,72.83,STRONG_RESEARCH_CANDIDATE,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.573672,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha60,3,1,,72.45,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.80627,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
a101_volume_high_alpha_min_84_84,4,1,,72.1,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.268179,MODERATELY_COST_SENSITIVE,VOL_DEPENDENT,WATCH_LIQUIDITY,MIXED_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
a101_volume_cap_alpha_min_56_84,5,1,,72.03,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.273814,ROBUST_TO_COSTS,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
q158_low_close_1h,6,1,,71.72,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.566509,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
wq101_alpha33,7,3,,71.55,REVIEW_REQUIRED,0.0,xs_rank_ret_1h,0.000773,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,1.041214,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
wq101_alpha38,7,3,,68.82,REVIEW_REQUIRED,0.877816,xs_rank_ret_1h,0.091613,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 wq101_alpha33 相关性 0.88，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.88 with representative wq101_alpha33 — moderate overlap; requires marginal-information review before combination,0.747754,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
xs_rank_ret_1h,7,3,cross_sectional_normalized,55.74,PROMISING_BUT_INCONSISTENT,0.999227,wq101_alpha33,0.000773,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 wq101_alpha33 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative wq101_alpha33 — high overlap; requires marginal-information review before combination,-1.070034,INSUFFICIENT_DATA,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
q158_high_low_range,8,3,alpha158,70.97,PROMISING_BUT_INCONSISTENT,0.0,range_1h,0.0,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.669493,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_klen_open,8,3,,67.98,REVIEW_REQUIRED,0.999898,range_1h,0.000102,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 q158_high_low_range 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative q158_high_low_range — high overlap; requires marginal-information review before combination,0.670413,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
range_1h,8,3,range_position,70.97,PROMISING_BUT_INCONSISTENT,1.0,q158_high_low_range,0.0,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 q158_high_low_range 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative q158_high_low_range — high overlap; requires marginal-information review before combination,0.669493,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_std_5h,9,2,,63.45,REVIEW_REQUIRED,0.902032,range_4h,0.097968,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 range_4h 相关性 0.90，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.90 with representative range_4h — high overlap; requires marginal-information review before combination,-0.581935,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
range_4h,9,2,range_position,70.88,PROMISING_BUT_INCONSISTENT,0.0,q158_std_5h,0.097968,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.706622,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
a101_volume_cap_alpha_min_80_80,10,1,,70.36,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.210946,MODERATELY_COST_SENSITIVE,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
a101_volume_low_alpha_min_84_120,11,1,,70.25,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.219718,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
vol_of_vol_20h,12,1,realized_skew_kurtosis,70.17,STRONG_RESEARCH_CANDIDATE,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.668597,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_corr_20h,13,1,,70.13,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.385425,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,BOTH_TAILS_U_SHAPED
vol_40h,14,1,volatility,69.69,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.666163,COST_FRAGILE,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_klow_open,15,2,,62.48,REVIEW_REQUIRED,0.999925,klow_close,7.5e-05,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 klow_close 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative klow_close — high overlap; requires marginal-information review before combination,0.382268,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
klow_close,15,2,alpha158_ohlcv,69.48,PROMISING_BUT_INCONSISTENT,0.0,q158_klow_open,7.5e-05,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.383813,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha53,16,1,wq101,69.34,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.614076,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
volatility_20h,17,3,volatility,67.55,PROMISING_BUT_INCONSISTENT,0.869535,wvma_20h,0.119775,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 downside_vol_20h 相关性 0.87，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.87 with representative downside_vol_20h — moderate overlap; requires marginal-information review before combination,-0.702477,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wvma_20h,17,3,alpha158_ohlcv,66.78,PROMISING_BUT_INCONSISTENT,0.5,volatility_20h,0.119775,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 downside_vol_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative downside_vol_20h — moderate overlap; requires marginal-information review before combination,-0.684652,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
downside_vol_20h,17,3,realized_skew_kurtosis,69.03,PROMISING_BUT_INCONSISTENT,0.0,volatility_20h,0.130465,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,-0.430571,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_rsv_30h,18,14,,57.01,REVIEW_REQUIRED,0.5,price_pos_24h,0.043032,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,0.742738,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,BOTH_TAILS_U_SHAPED
q158_qtlu_30h,18,14,,55.94,REVIEW_REQUIRED,0.5,q158_ma_30h,0.061994,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,-0.645459,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
q158_qtld_30h,18,14,,63.14,REVIEW_REQUIRED,0.5,q158_ma_30h,0.068404,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,-0.620974,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,BOTH_TAILS_U_SHAPED
q158_rank_close_30h,18,14,,63.12,REVIEW_REQUIRED,0.5,q158_rsv_30h,0.076925,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,0.693989,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,BOTH_TAILS_U_SHAPED
q158_sumd_30h,18,14,,58.49,REVIEW_REQUIRED,0.81405,ma_gap_10_40,0.107433,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.81，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.81 with representative mom_40h — moderate overlap; requires marginal-information review before combination,0.764857,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,BOTH_TAILS_U_SHAPED
q158_beta_30h,18,14,,59.68,REVIEW_REQUIRED,0.5,ma_gap_10_40,0.0362,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,0.474573,COST_FRAGILE,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_ma_30h,18,14,,58.65,REVIEW_REQUIRED,0.5,q158_qtlu_30h,0.061994,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,-0.885833,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
q158_max_30h,18,14,,60.44,REVIEW_REQUIRED,0.5,q158_qtlu_30h,0.147527,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,-0.013321,INSUFFICIENT_DATA,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_min_30h,18,14,,62.61,REVIEW_REQUIRED,0.5,q158_qtld_30h,0.178813,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,-0.778895,INSUFFICIENT_DATA,DRAWDOWN_FRAGILE,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,BOTH_TAILS_U_SHAPED
mom_40h,18,14,momentum,68.93,PROMISING_BUT_INCONSISTENT,0.0,rsi_28h,0.140631,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.570119,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
rev_24h,18,14,reversal,65.92,PROMISING_BUT_INCONSISTENT,0.5,q158_beta_30h,0.085415,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,-0.79289,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,BOTH_TAILS_U_SHAPED
price_pos_24h,18,14,price_position,59.29,PROMISING_BUT_INCONSISTENT,0.5,q158_rsv_30h,0.043032,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative mom_40h — moderate overlap; requires marginal-information review before combination,0.622135,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
ma_gap_10_40,18,14,trend_ma,63.28,PROMISING_BUT_INCONSISTENT,0.840581,q158_beta_30h,0.0362,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.84，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.84 with representative mom_40h — moderate overlap; requires marginal-information review before combination,0.483348,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
rsi_28h,18,14,technical_indicators,63.0,PROMISING_BUT_INCONSISTENT,0.859369,q158_sumd_30h,0.127334,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 mom_40h 相关性 0.86，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.86 with representative mom_40h — moderate overlap; requires marginal-information review before combination,-0.850443,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,UNSTABLE_SIGN_FLIP,BOTH_TAILS_U_SHAPED
mom_120h,19,1,momentum,68.48,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.516092,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_cord_20h,20,3,,64.47,REVIEW_REQUIRED,0.992303,price_volume_corr_20h,0.007697,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 price_volume_corr_20h 相关性 0.99，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.99 with representative price_volume_corr_20h — high overlap; requires marginal-information review before combination,0.4554,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,NONLINEAR_MIXED
vol_ret_corr_20h,20,3,alpha158_ohlcv,67.6,PROMISING_BUT_INCONSISTENT,0.942255,q158_cord_20h,0.040423,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 price_volume_corr_20h 相关性 0.94，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.94 with representative price_volume_corr_20h — high overlap; requires marginal-information review before combination,0.481993,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,DECILE_MONOTONIC_WEAK
price_volume_corr_20h,20,3,volume_price,68.23,PROMISING_BUT_INCONSISTENT,0.0,q158_cord_20h,0.007697,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.459447,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,NONLINEAR_MIXED
q158_std_30h,21,2,,63.37,REVIEW_REQUIRED,0.916319,range_24h,0.083681,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 range_24h 相关性 0.92，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.92 with representative range_24h — high overlap; requires marginal-information review before combination,-0.530653,COST_FRAGILE,BULL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
range_24h,21,2,range_position,68.01,PROMISING_BUT_INCONSISTENT,0.0,q158_std_30h,0.083681,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.709854,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha25,22,1,,67.91,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.607418,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
a101_volume_xs_z_mean_neg_112h,23,2,,67.64,REVIEW_REQUIRED,0.0,a101_vol_xs_z_product_112h,0.154819,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.180422,INSUFFICIENT_DATA,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
a101_vol_xs_z_product_112h,23,2,,65.93,REVIEW_REQUIRED,0.845181,a101_volume_xs_z_mean_neg_112h,0.154819,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 a101_volume_xs_z_mean_neg_112h 相关性 0.85，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.85 with representative a101_volume_xs_z_mean_neg_112h — moderate overlap; requires marginal-information review before combination,0.037529,INSUFFICIENT_DATA,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
